"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094918","1989","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","       4.1","X","    633.8","","     633.8","X","        81","X","        41","X","         6","X","       49","","         8","X","        21","X","       139","X","        48","X","       159","X","        24","X","        93"," ","        10"," ","        35"," ","  -31.7","X,1222, ","   102"," ,X,1222,+","    69"," ,X,1218, ","  67.1"," ,X,0904, ","   38.3","X,0804, ","0.0","0,0923","-2.8","0,1019","-8.3","0,1115","-8.3","0,1115","-13.3","0,1116","0.0","0,0419","-7.2","0,0410","-7.2","0,0410","-7.2","0,0410","-10.6","0,0321","    3371.4","4","    3371.4","X","    568.4"," ,X","","","      515"," ,X","      9.96","X","     15.77","X","      4.16","X","   181586","X","       315","X","","","      24.7","X","",""
"USW00094918","1990","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","       4.1","X","    665.1","","     665.1","0","        91","0","        56","0","         4","0","       37","","         9","0","         9","0","       124","0","        27","0","       154","0","        41","0","        96"," ","        15"," ","        45"," ","  -25.0","0,1223,+","   127"," ,0,1204,+","   127"," ,0,0120, ","  50.0"," ,0,0725, ","   40.0","0,0702, ","-0.6","0,1010","-4.4","0,1105","-4.4","0,1105","-6.7","0,1106","-12.2","0,1107","0.0","0,0430","-2.8","0,0417","-6.1","0,0411","-6.7","0,0325","-8.9","0,0224","    3385.2","2","    3385.2","0","    609.0"," ,0","","","      726"," ,0","     11.44","0","     16.96","0","      5.92","0","   162520","X","       315","X","       315","X","      26.2","X","      14.8","X"
"USW00094918","1991","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","       4.0","X","    721.2","","     721.2","0","       106","0","        63","0","        10","0","       60","","        10","0","        10","0","       133","0","        50","0","       161","0","        29","0","       123"," ","        27"," ","        52"," ","  -22.2","0,0107, ","   229"," ,0,0131,+","   145"," ,0,1031, ","  64.5"," ,0,0709, ","   35.6","0,0705,+","-0.6","0,0919","-3.3","0,1019","-6.1","0,1029","-7.8","0,1030","-12.8","0,1102","-6.1","0,0330","-6.1","0,0330","-6.1","0,0330","-7.8","0,0314","-8.9","0,0303","    3276.1","1","    3276.1","0","    948.1"," ,0","","","      827"," ,0","     11.01","0","     16.24","0","      5.78","0","   165224","X","       315","X","       315","X","      21.6","X","      15.6","X"
"USW00094918","1992","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","       4.0","X","    366.2","","     366.2","0","       115","0","        65","0","         8","0","       13","","         4","0","         3","0","       126","0","        27","0","       155","0","         4","0","       122"," ","        29"," ","        46"," ","  -21.1","0,0115, ","   229"," ,0,0421, ","   221"," ,0,0420, ","  60.2"," ,0,0712, ","   32.8","0,0808, ","0.0","0,1016","-2.2","0,1104","-4.4","0,1126","-8.3","0,1127","-10.6","0,1204","-5.0","0,0422","-5.0","0,0422","-5.0","0,0422","-7.8","0,0311","-10.6","0,0310","    3186.2","2","    3186.2","0","    892.3"," ,0","","","      505"," ,0","     10.62","0","     15.62","0","      5.63","0","   167678","X","       315","X","       315","X","      25.2","X","      17.9","X"
"USW00094918","1993","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","       3.9","X","    453.7","","     453.7","0","       128","0","        77","0","        10","0","       78","","        15","0","         9","0","       142","0","        58","0","       136","0","         9","0","       128"," ","        30"," ","        60"," ","  -23.9","0,0217, ","   279"," ,0,0112, ","   112"," ,0,0111, ","  66.8"," ,0,0611, ","   33.9","0,0814,+","0.0","0,1009","-3.3","0,1027","-6.7","0,1030","-6.7","0,1030","-9.4","0,1031","0.0","0,0420","-2.2","0,0404","-5.6","0,0402","-7.2","0,0318","-11.7","0,0317","    3806.4","4","    3806.4","0","   1060.8"," ,0","","","      982"," ,0","      8.97","0","     13.67","0","      4.27","0","   138524","X","       225","X","","","      32.4","X","",""
"USW00094918","1995","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","","","","","","","        91","0","        53","0","         7","0","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","  41.1"," ,0,0522, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    719.4"," ,0","","","","","","","","","","","","","","","","","","","",""
"USW00094918","1996","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","","","","","","","        94","0","        62","0","         5","0","       29","","         7","0","","","","","","","","","","","","","","","","","","","   152"," ,0,0204,+","    76"," ,0,0325, ","  45.5"," ,0,0510, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    754.5"," ,0","","","      275"," ,0","","","","","","","","","","","","","","","",""
"USW00094918","1997","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","","","","","","","        87","0","        44","0","         8","0","       38","","         7","0","","","","","","","","","","","","","","","","","","","   203"," ,0,0411, ","    76"," ,0,1203,+","  44.5"," ,0,1025, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    673.6"," ,0","","","      379"," ,0","","","","","","","","","","","","","","","",""
"USW00094918","1998","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","","","","","","","       109","0","        71","0","        11","0","","","         4","0","","","","","        41","0","       150","0","        13","0","","","","","","","","","","","   114"," ,0,0120, "," 100.6"," ,0,0705, ","   35.0","0,0720, ","","","","","","","","","","","","","","","","","","","","","","","","","   1102.0"," ,0","","","      308"," ,0","","","     16.68","0","","","","","","","","","","","",""
"USW00094918","1999","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","","","    496.4","","     496.4","0","        74","0","        46","0","         9","0","","","         2","0","         7","0","       116","0","        27","0","       153","0","        13","0","","","","","","","  -25.0","0,0109,+","","","   168"," ,0,0308, ","  48.3"," ,0,0415, ","   35.6","0,0728, ","0.0","0,1004","-2.8","0,1024","-5.6","0,1205","-13.3","0,1216","-13.3","0,1216","0.0","0,0417","-5.0","0,0325","-5.0","0,0325","-6.7","0,0314","-8.9","0,0221","    2732.8","8","    2732.8","0","    709.4"," ,0","","","      268"," ,0","     11.74","0","     17.37","0","      6.11","0","","","","","","","","","",""
"USW00094918","2000","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","","","","","","","","","","","","","","","         2","0","        10","0","       118","0","","","","","","","","","","","","","  -24.4","0,1222, ","","","   135"," ,0,1211, ","","","","","-2.8","0,1006","-2.8","0,1006","-4.4","0,1008","-6.7","0,1108","-8.9","0,1114","-1.1","0,0417","-5.0","0,0409","-5.0","0,0409","-9.4","0,0316","-9.4","0,0316","    2520.2","2","    2520.2","0","","","","","      269"," ,0","","","","","      5.76","0","","","","","","","","","",""
"USW00094918","2002","41.36667","-96.01667","399.0","OMAHA WSFO, NE US","","","","","","","        78","0","        49","0","         7","0","","","         7","0","","","","","","","","","","","         3"," ","","","","","","","","","   140"," ,0,0201, ","  58.2"," ,0,0823, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    666.0"," ,0","","","      560"," ,0","","","","","","","","","","","","","","","",""
